iso,variable,unit,value,type,note,year,version,author
ARG,Nutrition,kcal/cap/day,0.5255384004097249,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
ARG,Transport,pkm/cap/year,6429.142754598052,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
ARM,Nutrition,kcal/cap/day,0.5020332724823555,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
ARM,Transport,pkm/cap/year,1897.3622048883092,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
AUS,Nutrition,kcal/cap/day,0.021620544809537148,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
AUS,Transport,pkm/cap/year,3787.891643026977,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
AUT,Nutrition,kcal/cap/day,0.0022682141300012443,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
AUT,Transport,pkm/cap/year,830.2670316274593,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
AZE,Nutrition,kcal/cap/day,0.12457009004357363,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
AZE,Transport,pkm/cap/year,1720.7812069935812,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BDI,Nutrition,kcal/cap/day,12.16256492913978,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BDI,Transport,pkm/cap/year,1323.4326295787896,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BEL,Nutrition,kcal/cap/day,0.001404293497183374,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BEL,Transport,pkm/cap/year,527.5187450396251,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BEN,Nutrition,kcal/cap/day,4.837697109253866,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BEN,Transport,pkm/cap/year,2841.5411302715,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BFA,Nutrition,kcal/cap/day,44.01708659337508,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BFA,Transport,pkm/cap/year,3823.91270811585,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BGD,Nutrition,kcal/cap/day,11.919516658447105,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BGD,Transport,pkm/cap/year,991.135227337213,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BGR,Nutrition,kcal/cap/day,0.2671185363186003,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BGR,Transport,pkm/cap/year,2601.2264704517684,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BHR,Nutrition,kcal/cap/day,2.4252265379572222e-8,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BHR,Transport,pkm/cap/year,816.9766250517246,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BHS,Nutrition,kcal/cap/day,52.13644533714636,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BHS,Transport,pkm/cap/year,1266.7738939138953,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BIH,Nutrition,kcal/cap/day,0.08405452740297285,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BIH,Transport,pkm/cap/year,2128.4361211813875,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BLR,Nutrition,kcal/cap/day,0.045951006509342696,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BLR,Transport,pkm/cap/year,2782.2033491177535,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BLZ,Nutrition,kcal/cap/day,3.267416759239157,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BLZ,Transport,pkm/cap/year,2669.450204002114,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BOL,Nutrition,kcal/cap/day,9.915982265656343,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BOL,Transport,pkm/cap/year,6795.319982422002,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BRA,Nutrition,kcal/cap/day,0.2059381108282356,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BRA,Transport,pkm/cap/year,4654.371426678879,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BRB,Nutrition,kcal/cap/day,0.8417996191500676,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BRB,Transport,pkm/cap/year,1411.663287780834,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BRN,Nutrition,kcal/cap/day,0.18815772586679388,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BRN,Transport,pkm/cap/year,904.2714985711805,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BTN,Nutrition,kcal/cap/day,3.7134009527677096e-5,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BTN,Transport,pkm/cap/year,3273.874624712712,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BWA,Nutrition,kcal/cap/day,15.139652596489231,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
BWA,Transport,pkm/cap/year,9212.592677131312,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CAF,Nutrition,kcal/cap/day,197.01787788783162,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CAF,Transport,pkm/cap/year,5559.290458298121,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CAN,Nutrition,kcal/cap/day,0.008883036463301052,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CAN,Transport,pkm/cap/year,3394.886934966224,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CHE,Nutrition,kcal/cap/day,0.01652143166224751,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CHE,Transport,pkm/cap/year,725.6401195543552,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CHL,Nutrition,kcal/cap/day,0.4071904900981669,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CHL,Transport,pkm/cap/year,2926.384572489447,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CHN,Nutrition,kcal/cap/day,0.02485528040920914,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CHN,Transport,pkm/cap/year,1945.4552876241014,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CIV,Nutrition,kcal/cap/day,52.54192939568397,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CIV,Transport,pkm/cap/year,5161.979852008579,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CMR,Nutrition,kcal/cap/day,2.62925112464745,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CMR,Transport,pkm/cap/year,2894.4034792191155,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
COD,Nutrition,kcal/cap/day,134.57472163198278,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
COD,Transport,pkm/cap/year,2795.8110146900012,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
COG,Nutrition,kcal/cap/day,22.86262646279026,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
COG,Transport,pkm/cap/year,8940.297918859733,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
COL,Nutrition,kcal/cap/day,3.882277368836189,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
COL,Transport,pkm/cap/year,4036.7498849651665,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
COM,Nutrition,kcal/cap/day,16.198533496305718,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
COM,Transport,pkm/cap/year,1396.6813715924861,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CPV,Nutrition,kcal/cap/day,16.01405764706525,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CPV,Transport,pkm/cap/year,1831.0738146223198,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CRI,Nutrition,kcal/cap/day,0.5934516828246209,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CRI,Transport,pkm/cap/year,2299.4868002641156,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CUB,Nutrition,kcal/cap/day,0.11453551597276074,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CUB,Transport,pkm/cap/year,2821.705157049116,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CYP,Nutrition,kcal/cap/day,0.8858137243608648,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CYP,Transport,pkm/cap/year,920.4251301489376,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CZE,Nutrition,kcal/cap/day,0.06322660171357099,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
CZE,Transport,pkm/cap/year,1014.4505818982034,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
DEU,Nutrition,kcal/cap/day,0.006885498596069155,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
DEU,Transport,pkm/cap/year,735.9046292877882,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
DJI,Nutrition,kcal/cap/day,22.514475398571182,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
DJI,Transport,pkm/cap/year,6933.798432683421,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
DNK,Nutrition,kcal/cap/day,0.029479461138075192,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
DNK,Transport,pkm/cap/year,906.6134981823201,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
DOM,Nutrition,kcal/cap/day,2.542640347614005,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
DOM,Transport,pkm/cap/year,1728.5949757346586,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
DZA,Nutrition,kcal/cap/day,1.4984792173043755,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
DZA,Transport,pkm/cap/year,4446.981112861662,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
ECU,Nutrition,kcal/cap/day,3.377268218591086,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
ECU,Transport,pkm/cap/year,1888.7287641581715,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
EGY,Nutrition,kcal/cap/day,3.138563033597946,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
EGY,Transport,pkm/cap/year,856.3458499130091,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
ERI,Nutrition,kcal/cap/day,10.970872154260634,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
ERI,Transport,pkm/cap/year,6993.925420669295,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
ESP,Nutrition,kcal/cap/day,0.09702205178296029,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
ESP,Transport,pkm/cap/year,1550.4450700936968,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
EST,Nutrition,kcal/cap/day,0.10937335887473923,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
EST,Transport,pkm/cap/year,2381.8294330910767,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
ETH,Nutrition,kcal/cap/day,27.392699073416285,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
ETH,Transport,pkm/cap/year,1612.19413606901,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
FIN,Nutrition,kcal/cap/day,0.029054700930739166,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
FIN,Transport,pkm/cap/year,775.5162081602332,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
FJI,Nutrition,kcal/cap/day,1.213779573590125,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
FJI,Transport,pkm/cap/year,1197.644069166864,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
FRA,Nutrition,kcal/cap/day,0.005043878485351274,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
FRA,Transport,pkm/cap/year,1119.028188280388,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
FSM,Nutrition,kcal/cap/day,1.27768241501483e-8,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
FSM,Transport,pkm/cap/year,896.315274740822,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
GAB,Nutrition,kcal/cap/day,17.810717905083383,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
GAB,Transport,pkm/cap/year,5593.335845400168,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
GBR,Nutrition,kcal/cap/day,0.010515025653771659,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
GBR,Transport,pkm/cap/year,868.4103057693795,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
GEO,Nutrition,kcal/cap/day,2.924853511035308,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
GEO,Transport,pkm/cap/year,2036.015287645884,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
GHA,Nutrition,kcal/cap/day,4.435874244492958,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
GHA,Transport,pkm/cap/year,2947.2959016926948,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
GIN,Nutrition,kcal/cap/day,11.220981609090643,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
GIN,Transport,pkm/cap/year,6654.5173743454625,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
GLP,Nutrition,kcal/cap/day,5.013357020285679,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:37:48Z,Jarmo S. Kikstra
