iso,variable,unit,value,type,note,year,version,author
AUT,Transport,pkm/cap/year,1831.2903114991107,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
AZE,Nutrition,kcal/cap/day,33.8843316439354,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
AZE,Transport,pkm/cap/year,3839.4013877053903,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BDI,Nutrition,kcal/cap/day,134.3234134198457,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BDI,Transport,pkm/cap/year,2752.9804777319823,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BEL,Nutrition,kcal/cap/day,4.564588324859477,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BEL,Transport,pkm/cap/year,1168.216182085211,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BEN,Nutrition,kcal/cap/day,84.13207357671361,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BEN,Transport,pkm/cap/year,5475.016631295911,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BFA,Nutrition,kcal/cap/day,172.96580771269745,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BFA,Transport,pkm/cap/year,7462.108733682533,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BGD,Nutrition,kcal/cap/day,163.68985845685702,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BGD,Transport,pkm/cap/year,2245.2932689877707,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BGR,Nutrition,kcal/cap/day,74.02184913030688,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BGR,Transport,pkm/cap/year,5503.448123076927,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BHR,Nutrition,kcal/cap/day,5.396944736509184,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BHR,Transport,pkm/cap/year,1772.118479381775,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BHS,Nutrition,kcal/cap/day,448.5327342553126,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BHS,Transport,pkm/cap/year,2504.6877308593566,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BIH,Nutrition,kcal/cap/day,28.996469387993585,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BIH,Transport,pkm/cap/year,4783.7250474674165,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BLR,Nutrition,kcal/cap/day,21.06012562628966,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BLR,Transport,pkm/cap/year,6765.584814621846,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BLZ,Nutrition,kcal/cap/day,93.27414837766477,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BLZ,Transport,pkm/cap/year,5252.428659239055,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BOL,Nutrition,kcal/cap/day,173.1336708778447,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BOL,Transport,pkm/cap/year,13253.043065150967,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BRA,Nutrition,kcal/cap/day,30.98594774521466,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BRA,Transport,pkm/cap/year,8983.87308444831,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BRB,Nutrition,kcal/cap/day,74.64894687649658,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BRB,Transport,pkm/cap/year,2791.522518041125,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BRN,Nutrition,kcal/cap/day,34.41346546095407,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BRN,Transport,pkm/cap/year,1860.9356736463603,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BTN,Nutrition,kcal/cap/day,51.9482132230532,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BTN,Transport,pkm/cap/year,6771.825386384241,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BWA,Nutrition,kcal/cap/day,199.28696512785277,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
BWA,Transport,pkm/cap/year,16526.28268761238,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CAF,Nutrition,kcal/cap/day,514.1743088991226,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CAF,Transport,pkm/cap/year,10545.539267492046,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CAN,Nutrition,kcal/cap/day,11.865260128566648,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CAN,Transport,pkm/cap/year,6994.520047808987,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CHE,Nutrition,kcal/cap/day,16.700163932798297,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CHE,Transport,pkm/cap/year,1559.6542073858277,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CHL,Nutrition,kcal/cap/day,51.685507919209506,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CHL,Transport,pkm/cap/year,5919.2862169566815,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CHN,Nutrition,kcal/cap/day,24.680571253921887,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CHN,Transport,pkm/cap/year,4118.130278093806,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CIV,Nutrition,kcal/cap/day,195.11176778256166,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CIV,Transport,pkm/cap/year,9829.80294736259,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CMR,Nutrition,kcal/cap/day,81.4087485338381,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CMR,Transport,pkm/cap/year,5757.220520995263,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
COD,Nutrition,kcal/cap/day,295.72870437271655,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
COD,Transport,pkm/cap/year,5573.341759218744,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
COG,Nutrition,kcal/cap/day,232.2057777522814,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
COG,Transport,pkm/cap/year,16361.520137337051,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
COL,Nutrition,kcal/cap/day,79.46123261256503,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
COL,Transport,pkm/cap/year,7819.775307343757,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
COM,Nutrition,kcal/cap/day,186.5200650265209,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
COM,Transport,pkm/cap/year,2906.0789732547423,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CPV,Nutrition,kcal/cap/day,197.20298308070892,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CPV,Transport,pkm/cap/year,3696.9327185785655,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CRI,Nutrition,kcal/cap/day,62.266857274763865,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CRI,Transport,pkm/cap/year,4538.198013540662,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CUB,Nutrition,kcal/cap/day,22.692079517779582,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CUB,Transport,pkm/cap/year,5546.665559721467,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CYP,Nutrition,kcal/cap/day,147.58210575835952,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CYP,Transport,pkm/cap/year,2019.1486547066716,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CZE,Nutrition,kcal/cap/day,31.84900689959558,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
CZE,Transport,pkm/cap/year,2519.7160082170217,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
DEU,Nutrition,kcal/cap/day,10.631777025159789,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
DEU,Transport,pkm/cap/year,1592.121273983334,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
DJI,Nutrition,kcal/cap/day,185.41259070824424,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
DJI,Transport,pkm/cap/year,13595.505436823914,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
DNK,Nutrition,kcal/cap/day,22.21006508270922,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
DNK,Transport,pkm/cap/year,2069.4847675562996,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
DOM,Nutrition,kcal/cap/day,95.56521756120426,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
DOM,Transport,pkm/cap/year,3486.173578822538,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
DZA,Nutrition,kcal/cap/day,38.007267824189334,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
DZA,Transport,pkm/cap/year,9218.498105967055,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
ECU,Nutrition,kcal/cap/day,105.25143845548303,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
ECU,Transport,pkm/cap/year,3791.3568660288324,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
EGY,Nutrition,kcal/cap/day,51.25273084216225,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
EGY,Transport,pkm/cap/year,1947.6726699797393,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
ERI,Nutrition,kcal/cap/day,150.74223018162766,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
ERI,Transport,pkm/cap/year,13835.249686424273,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
ESP,Nutrition,kcal/cap/day,30.833824211709683,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
ESP,Transport,pkm/cap/year,3314.385014370957,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
EST,Nutrition,kcal/cap/day,33.83005158395082,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
EST,Transport,pkm/cap/year,5359.785588085017,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
ETH,Nutrition,kcal/cap/day,212.78951641155305,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
ETH,Transport,pkm/cap/year,3541.045108542505,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
FIN,Nutrition,kcal/cap/day,22.09052999937586,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
FIN,Transport,pkm/cap/year,1778.9711985791541,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
FJI,Nutrition,kcal/cap/day,65.05976538692443,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
FJI,Transport,pkm/cap/year,2440.2806865462244,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
FRA,Nutrition,kcal/cap/day,8.779759059047906,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
FRA,Transport,pkm/cap/year,2446.1734791631898,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
FSM,Nutrition,kcal/cap/day,3.5916770251845667,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
FSM,Transport,pkm/cap/year,1811.1824805105853,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
GAB,Nutrition,kcal/cap/day,141.27549531103796,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
GAB,Transport,pkm/cap/year,10605.106441029517,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
GBR,Nutrition,kcal/cap/day,12.84659371142294,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
GBR,Transport,pkm/cap/year,1866.8060166828327,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
GEO,Nutrition,kcal/cap/day,94.51307959093957,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
GEO,Transport,pkm/cap/year,4402.555645334789,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
GHA,Nutrition,kcal/cap/day,77.05051840090132,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
GHA,Transport,pkm/cap/year,5787.935615681367,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
GIN,Nutrition,kcal/cap/day,110.01656434202523,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
GIN,Transport,pkm/cap/year,12449.035360056227,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
GLP,Nutrition,kcal/cap/day,110.76426476846788,Depth-of-deficit,The depth-of-deficit is calculated as the average deprivation among those below the Decent Living Standard threshold.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
